# MEAN_SAMPLE_SIZE = 50094
# TOTAL_GENES = 18882
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GOMF_ATP_DEPENDENT_PEPTIDASE...          SET       7     -0.18714   -0.0036026      0.32809      0.71579 GOMF_ATP_DEPENDENT_PEPTIDASE_ACTIVITY
GOMF_ATP_DEPENDENT_PROTEIN_B...          SET       9      0.25455    0.0055561      0.30427      0.20142 GOMF_ATP_DEPENDENT_PROTEIN_BINDING
GOMF_ATP_DEPENDENT_PROTEIN_D...          SET       6    -0.074354   -0.0013253       0.3307      0.58895 GOMF_ATP_DEPENDENT_PROTEIN_DISAGGREGASE_ACTIVITY
GOMF_ATP_DEPENDENT_PROTEIN_F...          SET      32     0.049099    0.0020196      0.14153      0.36433 GOMF_ATP_DEPENDENT_PROTEIN_FOLDING_CHAPERONE
GOMF_ATP_GATED_ION_CHANNEL_A...          SET       9      0.27951    0.0061009      0.31976      0.19104 GOMF_ATP_GATED_ION_CHANNEL_ACTIVITY
GOMF_ATP_HYDROLYSIS_ACTIVITY             SET     351     0.048976    0.0066153     0.045623      0.14153 GOMF_ATP_HYDROLYSIS_ACTIVITY
GOMF_ATP_TRANSMEMBRANE_TRANS...          SET       9    -0.085933   -0.0018757      0.29375      0.61506 GOMF_ATP_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOMF_AXON_GUIDANCE_RECEPTOR_...          SET      10      0.14966    0.0034432      0.29033      0.30312 GOMF_AXON_GUIDANCE_RECEPTOR_ACTIVITY
GOMF_AZOLE_TRANSMEMBRANE_TRA...          SET      12      0.58038     0.014627      0.27353     0.016934 GOMF_AZOLE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOMF_BASAL_TRANSCRIPTION_MAC...          SET      58     0.099625    0.0055132      0.10916      0.18073 GOMF_BASAL_TRANSCRIPTION_MACHINERY_BINDING
GOMF_BASIC_AMINO_ACID_TRANSM...          SET      17      0.30111    0.0090312      0.22852     0.093818 GOMF_BASIC_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOMF_BENZODIAZEPINE_RECEPTOR...1         SET       9     -0.49174    -0.010734      0.36212      0.91275 GOMF_BENZODIAZEPINE_RECEPTOR_ACTIVITY
GOMF_BENZODIAZEPINE_RECEPTOR...2         SET       2      0.19131    0.0019689      0.62013      0.37885 GOMF_BENZODIAZEPINE_RECEPTOR_BINDING
GOMF_BETA_1_3_GALACTOSYLTRAN...          SET      13      0.53005     0.013904      0.21823    0.0075784 GOMF_BETA_1_3_GALACTOSYLTRANSFERASE_ACTIVITY
GOMF_BETA_2_ADRENERGIC_RECEP...          SET       6      0.36714    0.0065437      0.31621      0.12282 GOMF_BETA_2_ADRENERGIC_RECEPTOR_BINDING
GOMF_BETA_2_MICROGLOBULIN_BI...          SET       8      0.16362    0.0033673      0.29717      0.29095 GOMF_BETA_2_MICROGLOBULIN_BINDING
GOMF_BETA_CATENIN_BINDING                SET      82      0.11519    0.0075745      0.10154      0.12832 GOMF_BETA_CATENIN_BINDING
GOMF_BETA_GALACTOSIDASE_ACTI...          SET       4      0.45227    0.0065822      0.50861      0.18695 GOMF_BETA_GALACTOSIDASE_ACTIVITY
GOMF_BETA_GALACTOSIDE_CMP_AL...          SET       7      0.85735     0.016505      0.34118    0.0059913 GOMF_BETA_GALACTOSIDE_CMP_ALPHA_2_3_SIALYLTRANSFERASE_ACTIVITY
GOMF_BETA_GLUCOSIDASE_ACTIVI...          SET       5      0.11465    0.0018655      0.38101      0.38174 GOMF_BETA_GLUCOSIDASE_ACTIVITY
GOMF_BETA_N_ACETYLHEXOSAMINI...          SET       5     -0.57133   -0.0092962       0.3168      0.96433 GOMF_BETA_N_ACETYLHEXOSAMINIDASE_ACTIVITY
GOMF_BETA_TUBULIN_BINDING                SET      36       0.4293     0.018728      0.15282    0.0024865 GOMF_BETA_TUBULIN_BINDING
GOMF_BH3_DOMAIN_BINDING                  SET       6     -0.37893   -0.0067538      0.35679      0.85588 GOMF_BH3_DOMAIN_BINDING
GOMF_BHLH_TRANSCRIPTION_FACT...          SET      30       0.2957     0.011778      0.15462     0.027919 GOMF_BHLH_TRANSCRIPTION_FACTOR_BINDING
GOMF_BH_DOMAIN_BINDING                   SET       9      -0.2434   -0.0053128      0.28658      0.80214 GOMF_BH_DOMAIN_BINDING
GOMF_BICARBONATE_MONOATOMIC_...          SET       6     -0.13471   -0.0024011      0.32628      0.66015 GOMF_BICARBONATE_MONOATOMIC_ANION_ANTIPORTER_ACTIVITY
GOMF_BICARBONATE_TRANSMEMBRA...          SET      23     -0.16681   -0.0058186      0.17251      0.83321 GOMF_BICARBONATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOMF_BILE_ACID_BINDING                   SET      10       0.5243     0.012063      0.34986     0.066999 GOMF_BILE_ACID_BINDING
GOMF_BILE_ACID_SODIUM_SYMPOR...          SET       5    -0.043512  -0.00070799       0.3316       0.5522 GOMF_BILE_ACID_SODIUM_SYMPORTER_ACTIVITY
GOMF_BILE_ACID_TRANSMEMBRANE...          SET      19     0.059747    0.0018944       0.1981      0.38148 GOMF_BILE_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOMF_BIOACTIVE_LIPID_RECEPTO...          SET      14     -0.15357   -0.0041802      0.23302      0.74506 GOMF_BIOACTIVE_LIPID_RECEPTOR_ACTIVITY
GOMF_BIOTIN_BINDING                      SET       5      0.01964   0.00031956      0.42394      0.48153 GOMF_BIOTIN_BINDING
GOMF_BITTER_TASTE_RECEPTOR_A...          SET      20    -0.024194  -0.00078699      0.27469      0.53509 GOMF_BITTER_TASTE_RECEPTOR_ACTIVITY
GOMF_BMP_BINDING                         SET      18     0.024407   0.00075322      0.22501      0.45681 GOMF_BMP_BINDING
GOMF_BMP_RECEPTOR_ACTIVITY               SET       7      0.31442    0.0060529      0.36354      0.19356 GOMF_BMP_RECEPTOR_ACTIVITY
GOMF_BMP_RECEPTOR_BINDING                SET       9      0.03738   0.00081591      0.30979      0.45198 GOMF_BMP_RECEPTOR_BINDING
GOMF_BOX_H_ACA_SNORNA_BINDING            SET       4     -0.19928   -0.0029002      0.29895      0.74748 GOMF_BOX_H_ACA_SNORNA_BINDING
GOMF_BRANCHED_CHAIN_AMINO_AC...          SET      10      0.56239     0.012939      0.26579     0.017183 GOMF_BRANCHED_CHAIN_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOMF_BUBBLE_DNA_BINDING                  SET       8      0.03873   0.00079706      0.33972      0.45462 GOMF_BUBBLE_DNA_BINDING
GOMF_BUTYRATE_COA_LIGASE_ACT...          SET       9     -0.18944    -0.004135      0.38746      0.68755 GOMF_BUTYRATE_COA_LIGASE_ACTIVITY
GOMF_C2H2_ZINC_FINGER_DOMAIN...          SET      11     -0.29976   -0.0072331      0.26634      0.86979 GOMF_C2H2_ZINC_FINGER_DOMAIN_BINDING
GOMF_C3HC4_TYPE_RING_FINGER_...          SET       6      0.22587    0.0040259      0.32909      0.24625 GOMF_C3HC4_TYPE_RING_FINGER_DOMAIN_BINDING
GOMF_C4_DICARBOXYLATE_TRANSM...          SET      16      0.42018     0.012227      0.24163      0.04103 GOMF_C4_DICARBOXYLATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOMF_CADHERIN_BINDING                    SET     321   -0.0079443    -0.001027     0.050492      0.56251 GOMF_CADHERIN_BINDING
GOMF_CADHERIN_BINDING_INVOLV...          SET      18      -0.3347    -0.010329       0.2185       0.9372 GOMF_CADHERIN_BINDING_INVOLVED_IN_CELL_CELL_ADHESION
GOMF_CADMIUM_ION_BINDING                 SET       6      0.23959    0.0042704      0.40006      0.27463 GOMF_CADMIUM_ION_BINDING
GOMF_CALCITONIN_FAMILY_RECEP...          SET       6      0.39078    0.0069651      0.40058      0.16466 GOMF_CALCITONIN_FAMILY_RECEPTOR_ACTIVITY
GOMF_CALCIUM_ACTIVATED_CATIO...          SET      25       0.1986    0.0072219      0.18055      0.13568 GOMF_CALCIUM_ACTIVATED_CATION_CHANNEL_ACTIVITY
GOMF_CALCIUM_ACTIVATED_POTAS...          SET      13      0.10469    0.0027461      0.28947       0.3588 GOMF_CALCIUM_ACTIVATED_POTASSIUM_CHANNEL_ACTIVITY
GOMF_CALCIUM_CHANNEL_INHIBIT...          SET      15    -0.043727    -0.001232       0.2083      0.58313 GOMF_CALCIUM_CHANNEL_INHIBITOR_ACTIVITY
GOMF_CALCIUM_CHANNEL_REGULAT...          SET      53      0.17529    0.0092739      0.12783     0.085164 GOMF_CALCIUM_CHANNEL_REGULATOR_ACTIVITY
GOMF_CALCIUM_DEPENDENT_CYSTE...          SET      16     -0.28889   -0.0084063      0.23415      0.89135 GOMF_CALCIUM_DEPENDENT_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY
GOMF_CALCIUM_DEPENDENT_PHOSP...1         SET      17     -0.36052    -0.010813      0.24837      0.92668 GOMF_CALCIUM_DEPENDENT_PHOSPHOLIPASE_A2_ACTIVITY
GOMF_CALCIUM_DEPENDENT_PHOSP...2         SET      52     -0.25024    -0.013115      0.13942      0.96366 GOMF_CALCIUM_DEPENDENT_PHOSPHOLIPID_BINDING
GOMF_CALCIUM_DEPENDENT_PROTE...1         SET      58    -0.065507   -0.0036251      0.11753      0.71136 GOMF_CALCIUM_DEPENDENT_PROTEIN_BINDING
GOMF_CALCIUM_DEPENDENT_PROTE...2         SET      23    -0.033471   -0.0011675      0.17854      0.57435 GOMF_CALCIUM_DEPENDENT_PROTEIN_KINASE_ACTIVITY
GOMF_CALCIUM_DEPENDENT_PROTE...3         SET       7      -0.3341   -0.0064318      0.28774      0.87719 GOMF_CALCIUM_DEPENDENT_PROTEIN_SERINE_THREONINE_PHOSPHATASE_ACTIVITY
GOMF_CALCIUM_DEPENDENT_PROTE...4         SET       5     -0.57425   -0.0093436      0.35234      0.94842 GOMF_CALCIUM_DEPENDENT_PROTEIN_SERINE_THREONINE_PHOSPHATASE_REGULATOR_ACTIVITY
GOMF_CALCIUM_INDEPENDENT_PHO...          SET       9     -0.19232    -0.004198      0.30647      0.73484 GOMF_CALCIUM_INDEPENDENT_PHOSPHOLIPASE_A2_ACTIVITY
GOMF_CALCIUM_ION_BINDING                 SET     650   -0.0029469  -0.00053728     0.037963      0.53094 GOMF_CALCIUM_ION_BINDING
GOMF_CALCIUM_ION_TRANSMEMBRA...          SET     131      0.03639    0.0030206     0.080631      0.32589 GOMF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOMF_CALCIUM_MONOATOMIC_CATI...          SET      11      0.42986     0.010372      0.28437     0.065328 GOMF_CALCIUM_MONOATOMIC_CATION_ANTIPORTER_ACTIVITY
GOMF_CALCIUM_POTASSIUM_SODIU...          SET       5      0.69126     0.011248      0.52163     0.092561 GOMF_CALCIUM_POTASSIUM_SODIUM_ANTIPORTER_ACTIVITY
GOMF_CALCIUM_RELEASE_CHANNEL...          SET      17      -0.1009   -0.0030261      0.22389      0.67388 GOMF_CALCIUM_RELEASE_CHANNEL_ACTIVITY
GOMF_CALCIUM_SENSITIVE_GUANY...          SET       5      0.31693    0.0051568      0.40786      0.21856 GOMF_CALCIUM_SENSITIVE_GUANYLATE_CYCLASE_ACTIVATOR_ACTIVITY
GOMF_CALMODULIN_BINDING                  SET     188      0.07182    0.0071308      0.06728      0.14288 GOMF_CALMODULIN_BINDING
GOMF_CALMODULIN_DEPENDENT_PR...1         SET      24     -0.17777    -0.006334      0.17193      0.84942 GOMF_CALMODULIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY
GOMF_CALMODULIN_DEPENDENT_PR...2         SET       5     -0.17267   -0.0028096      0.43755      0.65344 GOMF_CALMODULIN_DEPENDENT_PROTEIN_PHOSPHATASE_ACTIVITY
GOMF_CAMP_BINDING                        SET      18      0.19418    0.0059927      0.21877      0.18739 GOMF_CAMP_BINDING
GOMF_CAMP_DEPENDENT_PROTEIN_...1         SET       5     -0.32436   -0.0052777      0.50981      0.73769 GOMF_CAMP_DEPENDENT_PROTEIN_KINASE_ACTIVITY
GOMF_CAMP_DEPENDENT_PROTEIN_...2         SET      11      0.14577    0.0035175      0.24438      0.27543 GOMF_CAMP_DEPENDENT_PROTEIN_KINASE_INHIBITOR_ACTIVITY
GOMF_CAMP_DEPENDENT_PROTEIN_...3         SET      13       0.1192    0.0031268      0.23732      0.30774 GOMF_CAMP_DEPENDENT_PROTEIN_KINASE_REGULATOR_ACTIVITY
GOMF_CAMP_RESPONSE_ELEMENT_B...1         SET      12    -0.014026  -0.00035348      0.27098      0.52064 GOMF_CAMP_RESPONSE_ELEMENT_BINDING
GOMF_CAMP_RESPONSE_ELEMENT_B...2         SET       9      0.18932    0.0041324      0.30032      0.26422 GOMF_CAMP_RESPONSE_ELEMENT_BINDING_PROTEIN_BINDING
GOMF_CARBOHYDRATE_BINDING                SET     262     -0.11578    -0.013544     0.060362      0.97244 GOMF_CARBOHYDRATE_BINDING
GOMF_CARBOHYDRATE_DERIVATIVE...          SET      46      0.23037     0.011357      0.13332     0.042004 GOMF_CARBOHYDRATE_DERIVATIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOMF_CARBOHYDRATE_KINASE_ACT...          SET      20    -0.029623  -0.00096359      0.17655      0.56662 GOMF_CARBOHYDRATE_KINASE_ACTIVITY
GOMF_CARBOHYDRATE_MONOATOMIC...          SET      16     -0.27417   -0.0079778      0.26218      0.85215 GOMF_CARBOHYDRATE_MONOATOMIC_CATION_SYMPORTER_ACTIVITY
GOMF_CARBOHYDRATE_PHOSPHATAS...          SET       9    -0.022521  -0.00049157      0.29991      0.52993 GOMF_CARBOHYDRATE_PHOSPHATASE_ACTIVITY
GOMF_CARBOHYDRATE_PROTON_SYM...          SET       7     -0.36986   -0.0071203      0.41211      0.81527 GOMF_CARBOHYDRATE_PROTON_SYMPORTER_ACTIVITY
GOMF_CARBOHYDRATE_TRANSMEMBR...          SET      41     -0.20015   -0.0093167      0.15667      0.89929 GOMF_CARBOHYDRATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOMF_CARBONATE_DEHYDRATASE_A...          SET      14     -0.22857   -0.0062216      0.27747      0.79495 GOMF_CARBONATE_DEHYDRATASE_ACTIVITY
GOMF_CARBONYL_REDUCTASE_NADP...          SET       7      0.14267    0.0027465      0.34497       0.3396 GOMF_CARBONYL_REDUCTASE_NADPH_ACTIVITY
GOMF_CARBON_CARBON_LYASE_ACT...          SET      51     0.015618   0.00081063      0.12114      0.44871 GOMF_CARBON_CARBON_LYASE_ACTIVITY
GOMF_CARBON_NITROGEN_LIGASE_...          SET      10     -0.21996   -0.0050607      0.27019       0.7922 GOMF_CARBON_NITROGEN_LIGASE_ACTIVITY_WITH_GLUTAMINE_AS_AMIDO_N_DONOR
GOMF_CARBON_NITROGEN_LYASE_A...          SET      13     0.014234   0.00037337      0.29133      0.48052 GOMF_CARBON_NITROGEN_LYASE_ACTIVITY
GOMF_CARBON_OXYGEN_LYASE_ACT...          SET      75     -0.10256    -0.006451      0.10498       0.8357 GOMF_CARBON_OXYGEN_LYASE_ACTIVITY
GOMF_CARBON_SULFUR_LYASE_ACT...          SET      12      -0.2216   -0.0055849      0.30189      0.76854 GOMF_CARBON_SULFUR_LYASE_ACTIVITY
GOMF_CARBOXYLIC_ESTER_HYDROL...          SET     128     0.070128    0.0057545     0.082065      0.19641 GOMF_CARBOXYLIC_ESTER_HYDROLASE_ACTIVITY
GOMF_CARBOXYPEPTIDASE_ACTIVI...          SET      44    -0.075131   -0.0036227      0.13919      0.70533 GOMF_CARBOXYPEPTIDASE_ACTIVITY
GOMF_CARBOXY_LYASE_ACTIVITY              SET      33      0.18218    0.0076098       0.1497      0.11182 GOMF_CARBOXY_LYASE_ACTIVITY
GOMF_CARDIOLIPIN_BINDING                 SET      11     -0.17217   -0.0041546       0.2661      0.74119 GOMF_CARDIOLIPIN_BINDING
GOMF_CARD_DOMAIN_BINDING                 SET      15    0.0026297   7.4091e-05       0.2267      0.49537 GOMF_CARD_DOMAIN_BINDING
GOMF_CARGO_ADAPTOR_ACTIVITY              SET      18     -0.12987    -0.004008      0.21274      0.72922 GOMF_CARGO_ADAPTOR_ACTIVITY
GOMF_CARGO_RECEPTOR_ACTIVITY             SET      80     0.083838    0.0054457     0.099694      0.20019 GOMF_CARGO_RECEPTOR_ACTIVITY
GOMF_CARNITINE_O_ACYLTRANSFE...          SET       6      0.49085    0.0087488      0.41479      0.11834 GOMF_CARNITINE_O_ACYLTRANSFERASE_ACTIVITY
GOMF_CARNITINE_TRANSMEMBRANE...          SET       5       1.6955     0.027587      0.50814    0.0004249 GOMF_CARNITINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOMF_CASPASE_BINDING                     SET      12     0.036659   0.00092388      0.26745      0.44549 GOMF_CASPASE_BINDING
GOMF_CATALYTIC_ACTIVITY_ACTI...1         SET      20     0.021372    0.0006952      0.21837      0.46102 GOMF_CATALYTIC_ACTIVITY_ACTING_ON_A_GLYCOPROTEIN
GOMF_CATALYTIC_ACTIVITY_ACTI...2         SET     586      0.01249     0.002166     0.034985      0.36054 GOMF_CATALYTIC_ACTIVITY_ACTING_ON_A_NUCLEIC_ACID
GOMF_CATALYTIC_ACTIVITY_ACTI...3         SET      21     0.019996    0.0006665      0.19873      0.45993 GOMF_CATALYTIC_ACTIVITY_ACTING_ON_A_RRNA
GOMF_CATALYTIC_ACTIVITY_ACTI...4         SET     122     0.017431    0.0013966     0.071975      0.40432 GOMF_CATALYTIC_ACTIVITY_ACTING_ON_A_TRNA
GOMF_CATALYTIC_ACTIVITY_ACTI...5         SET     228     0.086152    0.0094098     0.055073     0.058881 GOMF_CATALYTIC_ACTIVITY_ACTING_ON_DNA
GOMF_CATALYTIC_ACTIVITY_ACTI...6         SET     382  -0.00026472  -3.7271e-05     0.043127      0.50245 GOMF_CATALYTIC_ACTIVITY_ACTING_ON_RNA
GOMF_CATECHOLAMINE_BINDING               SET      11     0.018065   0.00043592      0.32206      0.47763 GOMF_CATECHOLAMINE_BINDING
GOMF_CCR2_CHEMOKINE_RECEPTOR...          SET       4      -0.1284   -0.0018687      0.36836      0.63629 GOMF_CCR2_CHEMOKINE_RECEPTOR_BINDING
GOMF_CCR3_CHEMOKINE_RECEPTOR...          SET       5       0.2124    0.0034559      0.37683       0.2865 GOMF_CCR3_CHEMOKINE_RECEPTOR_BINDING
GOMF_CCR5_CHEMOKINE_RECEPTOR...          SET       4      0.60283    0.0087734      0.55152       0.1372 GOMF_CCR5_CHEMOKINE_RECEPTOR_BINDING
GOMF_CCR6_CHEMOKINE_RECEPTOR...          SET       6     -0.10866   -0.0019368      0.46224      0.59293 GOMF_CCR6_CHEMOKINE_RECEPTOR_BINDING
GOMF_CCR_CHEMOKINE_RECEPTOR_...          SET      32      0.13601    0.0055946      0.17655      0.22054 GOMF_CCR_CHEMOKINE_RECEPTOR_BINDING
GOMF_CD4_RECEPTOR_BINDING                SET       8      -0.1998   -0.0041118      0.36384      0.70854 GOMF_CD4_RECEPTOR_BINDING
GOMF_CDP_ALCOHOL_PHOSPHATIDY...          SET       8     0.016405   0.00033762      0.23604       0.4723 GOMF_CDP_ALCOHOL_PHOSPHATIDYLTRANSFERASE_ACTIVITY
GOMF_CELL_ADHESION_MEDIATOR_...          SET      61     -0.11584   -0.0065735      0.12487       0.8232 GOMF_CELL_ADHESION_MEDIATOR_ACTIVITY
GOMF_CELL_ADHESION_MOLECULE_...          SET     526    -0.020398   -0.0033568     0.040516      0.69267 GOMF_CELL_ADHESION_MOLECULE_BINDING
GOMF_CELL_ADHESIVE_PROTEIN_B...          SET       5     -0.52224   -0.0084974       0.4727      0.86537 GOMF_CELL_ADHESIVE_PROTEIN_BINDING_INVOLVED_IN_BUNDLE_OF_HIS_CELL_PURKINJE_MYOCYTE_COMMUNICATION
GOMF_CELL_CELL_ADHESION_MEDI...          SET      50     -0.24973    -0.012834      0.13754      0.96528 GOMF_CELL_CELL_ADHESION_MEDIATOR_ACTIVITY
GOMF_CELL_MATRIX_ADHESION_ME...          SET       7       0.3125    0.0060159      0.35594      0.18999 GOMF_CELL_MATRIX_ADHESION_MEDIATOR_ACTIVITY
GOMF_CENTROMERIC_DNA_BINDING             SET       6     -0.25478   -0.0045411      0.32824      0.78118 GOMF_CENTROMERIC_DNA_BINDING
GOMF_CERAMIDE_1_PHOSPHATE_BI...          SET       6    -0.066064   -0.0011775      0.39995       0.5656 GOMF_CERAMIDE_1_PHOSPHATE_BINDING
GOMF_CERAMIDE_1_PHOSPHATE_TR...          SET       6    -0.028393  -0.00050606      0.35515      0.53186 GOMF_CERAMIDE_1_PHOSPHATE_TRANSFER_ACTIVITY
GOMF_CERAMIDE_BINDING                    SET      18     -0.14691   -0.0045339      0.20677       0.7613 GOMF_CERAMIDE_BINDING
GOMF_CGMP_BINDING                        SET      15    -0.068637   -0.0019338      0.23733      0.61379 GOMF_CGMP_BINDING
GOMF_CHANNEL_ACTIVATOR_ACTIV...          SET      13      0.25339    0.0066465      0.28098      0.18359 GOMF_CHANNEL_ACTIVATOR_ACTIVITY
GOMF_CHANNEL_INHIBITOR_ACTIV...          SET      41     0.081686    0.0038024      0.13221      0.26834 GOMF_CHANNEL_INHIBITOR_ACTIVITY
GOMF_CHANNEL_REGULATOR_ACTIV...          SET     144      0.11401    0.0099189     0.077916     0.071702 GOMF_CHANNEL_REGULATOR_ACTIVITY
GOMF_CHAPERONE_BINDING                   SET     100      0.23832     0.017298     0.082179    0.0018681 GOMF_CHAPERONE_BINDING
GOMF_CHEMOATTRACTANT_ACTIVITY            SET      27    -0.020269  -0.00076594      0.20492       0.5394 GOMF_CHEMOATTRACTANT_ACTIVITY
GOMF_CHEMOKINE_ACTIVITY                  SET      38      0.14187    0.0063582       0.1678      0.19893 GOMF_CHEMOKINE_ACTIVITY
GOMF_CHEMOKINE_BINDING                   SET      20     -0.51629    -0.016794      0.24224      0.98346 GOMF_CHEMOKINE_BINDING
GOMF_CHEMOKINE_RECEPTOR_BIND...          SET      56      0.17044    0.0092686      0.13429      0.10219 GOMF_CHEMOKINE_RECEPTOR_BINDING
GOMF_CHEMOREPELLENT_ACTIVITY             SET      27     0.037517    0.0014177      0.18301      0.41879 GOMF_CHEMOREPELLENT_ACTIVITY
GOMF_CHITINASE_ACTIVITY                  SET       6    -0.024165   -0.0004307      0.36161      0.52664 GOMF_CHITINASE_ACTIVITY
GOMF_CHITIN_BINDING                      SET       8      0.14368    0.0029569      0.30197      0.31711 GOMF_CHITIN_BINDING
GOMF_CHLORIDE_CHANNEL_INHIBI...          SET       8      0.23519    0.0048402      0.30516      0.22044 GOMF_CHLORIDE_CHANNEL_INHIBITOR_ACTIVITY
GOMF_CHLORIDE_CHANNEL_REGULA...          SET      14      0.26365    0.0071767      0.24599      0.14191 GOMF_CHLORIDE_CHANNEL_REGULATOR_ACTIVITY
GOMF_CHLORIDE_ION_BINDING                SET      13    -0.019425  -0.00050953      0.27498      0.52816 GOMF_CHLORIDE_ION_BINDING
GOMF_CHOLESTEROL_BINDING                 SET      49      0.21451     0.010913      0.13182      0.05185 GOMF_CHOLESTEROL_BINDING
GOMF_CHOLINE_TRANSMEMBRANE_T...          SET       7      0.84923     0.016349       0.3603    0.0092176 GOMF_CHOLINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOMF_CHONDROITIN_SULFATE_BIN...          SET      10    -0.041887  -0.00096373       0.3218      0.55178 GOMF_CHONDROITIN_SULFATE_BINDING
GOMF_CHONDROITIN_SULFOTRANSF...          SET       5      -0.5931   -0.0096504      0.51128      0.87698 GOMF_CHONDROITIN_SULFOTRANSFERASE_ACTIVITY
GOMF_CHROMATIN_BINDING                   SET     524      0.10722     0.017612      0.03914    0.0030813 GOMF_CHROMATIN_BINDING
GOMF_CHROMATIN_DNA_BINDING               SET     106     0.084595    0.0063207     0.082768      0.15338 GOMF_CHROMATIN_DNA_BINDING
GOMF_CHROMATIN_INSULATOR_SEQ...          SET       4    -0.031864  -0.00046373      0.43786      0.52901 GOMF_CHROMATIN_INSULATOR_SEQUENCE_BINDING
GOMF_CHROMATIN_PROTEIN_ADAPT...          SET       8    -0.091571   -0.0018845      0.33184      0.60871 GOMF_CHROMATIN_PROTEIN_ADAPTOR_ACTIVITY
GOMF_CHROMO_SHADOW_DOMAIN_BI...          SET       5     -0.10722   -0.0017445       0.3724      0.61329 GOMF_CHROMO_SHADOW_DOMAIN_BINDING
GOMF_CILIARY_NEUROTROPHIC_FA...          SET       6     -0.65639    -0.011699      0.36549      0.96374 GOMF_CILIARY_NEUROTROPHIC_FACTOR_RECEPTOR_BINDING
GOMF_CIS_TRANS_ISOMERASE_ACT...          SET      38      0.18326     0.008213      0.12787     0.075917 GOMF_CIS_TRANS_ISOMERASE_ACTIVITY
GOMF_CLASS_I_DNA_APURINIC_OR...          SET       7      0.27378    0.0052707      0.33926      0.20984 GOMF_CLASS_I_DNA_APURINIC_OR_APYRIMIDINIC_SITE_ENDONUCLEASE_ACTIVITY
GOMF_CLATHRIN_BINDING                    SET      68     -0.10454   -0.0062626      0.11162      0.82551 GOMF_CLATHRIN_BINDING
GOMF_CLATHRIN_HEAVY_CHAIN_BI...          SET      10      0.27837    0.0064046      0.30864      0.18356 GOMF_CLATHRIN_HEAVY_CHAIN_BINDING
GOMF_CLATHRIN_LIGHT_CHAIN_BI...          SET       7     -0.12648   -0.0024348      0.37465      0.63216 GOMF_CLATHRIN_LIGHT_CHAIN_BINDING
GOMF_COA_HYDROLASE_ACTIVITY              SET      22      -0.1695   -0.0057826      0.20589      0.79482 GOMF_COA_HYDROLASE_ACTIVITY
